original_title,budget,revenue,genres,release_year,release_month,runtime,vote_average,vote_count,popularity,top_cast,director,roi
Blood Ties,25500000,2415472,"Thriller, Crime, Drama",2013,8,128.0,6.0,171,12.756344,"Clive Owen, Billy Crudup, Marion Cotillard",Guillaume Canet,-0.9052756078431372
August Rush,25000000,66122026,Drama,2007,11,114.0,7.1,797,29.533437,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers",Kirsten Sheridan,1.64488104
Elizabeth,30000000,82150642,"Drama, History",1998,9,124.0,7.1,334,14.179538,"Cate Blanchett, Geoffrey Rush, Christopher Eccleston",Shekhar Kapur,1.7383547333333333
Bride of Chucky,25000000,50671850,"Horror, Comedy",1998,10,89.0,5.5,350,14.340095000000002,"Ed Gale, Jennifer Tilly, Brad Dourif",Ronny Yu,1.026874
Tora! Tora! Tora!,25485000,29548291,"History, Action, Drama, Adventure, War",1970,1,144.0,6.9,147,9.795985,"Martin Balsam, Sô Yamamura, Joseph Cotten",Richard Fleischer,0.15943853247008044
Spice World,25000000,100000000,"Adventure, Fantasy, Drama, Comedy, Music",1997,12,93.0,4.7,123,6.889436999999999,"Victoria Beckham, Melanie Brown, Emma Bunton",Bob Spiers,3.0
The Sitter,25000000,34942188,Comedy,2011,12,81.0,5.4,325,19.428994,"Sam Rockwell, Jonah Hill, Max Records",David Gordon Green,0.39768752
The Shawshank Redemption,25000000,28341469,"Drama, Crime",1994,9,142.0,8.5,8205,136.747729,"Tim Robbins, Morgan Freeman, Bob Gunton",Frank Darabont,0.13365876
Crocodile Dundee in Los Angeles,21150000,39438674,"Adventure, Comedy",2001,4,92.0,4.7,146,6.081772,"Paul Hogan, Linda Kozlowski, Jere Burns",Simon Wincer,0.864712718676123
Kingpin,27000000,25023434,Comedy,1996,7,113.0,6.7,244,17.329269,"Woody Harrelson, Randy Quaid, Vanessa Angel",Bobby Farrelly,-0.07320614814814815
The Gambler,25000000,39171130,"Thriller, Crime, Drama",2014,12,111.0,5.7,543,22.622453,"Mark Wahlberg, John Goodman, Brie Larson",Rupert Wyatt,0.5668452
August: Osage County,25000000,74188937,"Comedy, Drama",2013,12,121.0,6.9,483,20.561682,"Meryl Streep, Julia Roberts, Chris Cooper",John Wells,1.96755748
Ice Princess,25000000,27645491,"Drama, Comedy, Family",2005,3,98.0,5.9,185,13.288177,"Michelle Trachtenberg, Joan Cusack, Amy Stewart",Tim Fywell,0.10581964
A Lot Like Love,30000000,42886719,Comedy,2005,4,107.0,6.5,318,19.212552,"Ashton Kutcher, Amanda Peet, Aimee Garcia",Nigel Cole,0.4295573
Eddie the Eagle,23000000,46152800,"Comedy, Drama, History",2016,2,106.0,7.2,661,29.365851,"Taron Egerton, Hugh Jackman, Christopher Walken",Dexter Fletcher,1.0066434782608695
He Got Game,25000000,21567853,Drama,1998,5,136.0,6.7,134,10.232599,"Denzel Washington, Ray Allen, Milla Jovovich",Spike Lee,-0.13728588
Don Juan DeMarco,25000000,22200000,"Romance, Drama, Comedy",1994,10,97.0,6.2,183,8.870614,"Johnny Depp, Marlon Brando, Faye Dunaway",Jeremy Leven,-0.112
Dear John,25000000,114977104,"Drama, Romance, War",2010,2,115.0,6.6,1262,19.402816,"Amanda Seyfried, Channing Tatum, Henry Thomas",Lasse Hallström,3.59908416
The Losers,25000000,23580000,"Action, Adventure, Crime, Mystery, Thriller",2010,4,97.0,6.2,515,24.903418,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans",Sylvain White,-0.0568
Don't Be Afraid of the Dark,25000000,36993168,"Fantasy, Horror, Thriller",2010,11,99.0,5.4,341,14.562197,"Katie Holmes, Guy Pearce, Bailee Madison",Troy Nixey,0.47972672
War,25000000,40452643,"Action, Thriller, Crime",2007,8,103.0,6.0,414,18.896239,"Jet Li, Jason Statham, John Lone",Philip G. Atwell,0.61810572
Punch-Drunk Love,25000000,17000000,"Comedy, Drama, Romance",2002,10,95.0,6.9,530,15.960916000000001,"Adam Sandler, Emily Watson, Philip Seymour Hoffman",Paul Thomas Anderson,-0.32
EuroTrip,25000000,20796847,Comedy,2004,2,93.0,6.5,656,25.848003,"Scott Mechlowicz, Jacob Pitts, Michelle Trachtenberg",Jeff Schaffer,-0.16812612
The Greatest Game Ever Played,25000000,15431177,"Drama, Family",2005,9,120.0,6.9,110,7.538513000000001,"Shia LaBeouf, Stephen Dillane, Josh Flitter",Bill Paxton,-0.38275292
The Box,30000000,33333531,"Thriller, Science Fiction",2009,9,115.0,5.4,597,21.606001000000003,"Cameron Diaz, James Marsden, Frank Langella",Richard Kelly,0.1111177
The Next Best Thing,25000000,24362772,Comedy,2000,3,108.0,4.3,29,3.7075110000000002,"Madonna, Rupert Everett, Benjamin Bratt",John Schlesinger,-0.02548912
My Soul to Take,25000000,19829957,"Drama, Horror, Mystery, Thriller",2010,10,107.0,5.2,147,7.001175999999999,"Max Thieriot, John Magaro, Denzel Whitaker",Wes Craven,-0.20680172
The Girl Next Door,25000000,30411183,Comedy,2004,4,108.0,6.3,824,39.784026000000004,"Emile Hirsch, Elisha Cuthbert, Timothy Olyphant",Luke Greenfield,0.21644732
Maximum Risk,25000000,51702483,"Action, Adventure, Thriller",1996,9,100.0,5.2,101,10.115011,"Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade",Ringo Lam,1.06809932
Legend,25000000,42972994,"Crime, Thriller",2015,9,131.0,6.7,973,32.854557,"Tom Hardy, Emily Browning, Christopher Eccleston",Brian Helgeland,0.71891976
Shark Night,28000000,10126458,"Horror, Thriller",2011,9,91.0,4.9,132,8.363702,"Sara Paxton, Chris Carmack, Joel David Moore",David R. Ellis,-0.6383407857142858
Angela's Ashes,25,13,Drama,1999,12,145.0,7.0,59,4.88794,"Emily Watson, Robert Carlyle, Joe Breen",Alan Parker,-0.48
Draft Day,25000000,28831145,Drama,2014,4,109.0,6.5,304,14.17009,"Kevin Costner, Jennifer Garner, Tom Welling",Ivan Reitman,0.1532458
The Conspirator,25000000,15478800,"Crime, Drama, History",2010,9,122.0,6.2,137,9.169271,"Evan Rachel Wood, James McAvoy, Kevin Kline",Robert Redford,-0.380848
Lords of Dogtown,25000000,13411957,Drama,2005,6,107.0,7.0,210,8.127728,"Emile Hirsch, Victor Rasuk, Rebecca De Mornay",Catherine Hardwicke,-0.46352172
The 33,25000000,24902723,"Drama, History",2015,8,120.0,6.0,378,10.699952,"Antonio Banderas, Rodrigo Santoro, Juliette Binoche",Patricia Riggen,-0.00389108
Big Trouble in Little China,25000000,11000000,"Action, Adventure, Comedy, Fantasy",1986,5,99.0,7.1,705,29.796394,"Kurt Russell, Kim Cattrall, Dennis Dun",John Carpenter,-0.56
Warrior,25000000,23057115,"Action, Drama",2011,9,140.0,7.7,1272,51.915025,"Tom Hardy, Jennifer Morrison, Nick Nolte",Gavin O'Connor,-0.0777154
Michael Collins,28000000,16900000,"Drama, Thriller",1996,10,132.0,6.7,97,8.314624,"Liam Neeson, Aidan Quinn, Stephen Rea",Neil Jordan,-0.3964285714285714
Stop-Loss,25000000,11207130,"Drama, War",2008,3,113.0,6.1,82,4.002579,"Ryan Phillippe, Abbie Cornish, Joseph Gordon-Levitt",Kimberly Peirce,-0.5517148
Abandon,25000000,10719357,"Drama, Mystery, Thriller",2002,10,99.0,4.6,45,3.888776,"Katie Holmes, Benjamin Bratt, Charlie Hunnam",Stephen Gaghan,-0.57122572
Brokedown Palace,25000000,13000000,"Drama, Thriller",1999,8,100.0,6.2,111,7.296459,"Claire Danes, Kate Beckinsale, Bill Pullman",Jonathan Kaplan,-0.48
The Possession,14000000,85446075,"Horror, Thriller",2012,8,92.0,5.8,498,21.680424,"Jeffrey Dean Morgan, Natasha Calis, Madison Davenport",Ole Bornedal,5.103291071428571
Mrs. Winterbourne,25000000,10070000,"Comedy, Romance, Drama",1996,4,105.0,5.3,25,7.946769000000001,"Shirley MacLaine, Ricki Lake, Brendan Fraser",Richard Benjamin,-0.5972
Straw Dogs,25000000,10324441,"Drama, Thriller",2011,9,110.0,5.5,144,7.473455,"James Marsden, Kate Bosworth, Alexander Skarsgård",Rod Lurie,-0.58702236
The Hoax,25000000,11772461,"Comedy, Drama",2006,10,116.0,6.4,60,5.073536,"Richard Gere, Alfred Molina, Marcia Gay Harden",Lasse Hallström,-0.52910156
The Road,32000000,27635305,"Adventure, Drama",2009,11,111.0,6.8,1087,41.075532,"Viggo Mortensen, Kodi Smit-McPhee, Charlize Theron",John Hillcoat,-0.13639671875
Sheena,25000000,5778353,"Action, Adventure, Comedy, Fantasy, Science Fiction",1984,8,117.0,5.0,22,4.020194,"Tanya Roberts, Ted Wass, Donovan Scott",John Guillermin,-0.76886588
Tank Girl,25000000,4064495,"Action, Comedy, Fantasy, Science Fiction",1995,3,98.0,5.5,138,8.186936,"Lori Petty, Ice-T, Naomi Watts",Rachel Talalay,-0.8374202
Blindness,25000000,19844979,"Drama, Mystery, Science Fiction, Thriller",2008,5,121.0,6.4,387,17.603823000000002,"Julianne Moore, Mark Ruffalo, Alice Braga",Fernando Meirelles,-0.20620084
BloodRayne,25000000,2405420,"Action, Adventure, Fantasy, Horror",2005,10,95.0,3.5,118,7.008216,"Kristanna Loken, Ben Kingsley, Michelle Rodriguez",Uwe Boll,-0.9037832
Carnage,25000000,27603069,"Comedy, Drama",2011,9,80.0,7.0,738,20.011435000000002,"Kate Winslet, Jodie Foster, Christoph Waltz",Roman Polanski,0.10412276
Without Limits,25000000,777423,Drama,1998,9,117.0,6.2,19,3.849873,"Billy Crudup, Donald Sutherland, Monica Potter",Robert Towne,-0.96890308
Me and Orson Welles,25000000,2336172,"Comedy, Drama, Romance",2009,11,114.0,6.6,49,3.593165,"Zac Efron, Claire Danes, Christian McKay",Richard Linklater,-0.90655312
La migliore offerta,13500000,19255873,"Drama, Romance, Crime, Mystery",2013,1,124.0,7.7,704,30.058263,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks",Giuseppe Tornatore,0.42636096296296294
The Bad Lieutenant: Port of Call - New Orleans,25000000,10589102,"Drama, Crime",2009,9,122.0,6.0,326,17.339852,"Nicolas Cage, Eva Mendes, Val Kilmer",Werner Herzog,-0.57643592
Les petits mouchoirs,25000000,48531470,"Comedy, Drama",2010,10,154.0,7.1,380,15.279020999999998,"François Cluzet, Marion Cotillard, Benoît Magimel",Guillaume Canet,0.9412588
Белка и Стрелка. Звёздные собаки,25000000,6500000,"Family, Animation",2010,3,85.0,6.3,10,5.753564,"Anna Bolshova, Evgeny Mironov, Sergey Garmash",Inna Evlannikova,-0.74
The Counselor,25000000,71009334,"Thriller, Crime, Drama",2013,10,117.0,5.0,712,35.022028999999996,"Michael Fassbender, Cameron Diaz, Javier Bardem",Ridley Scott,1.84037336
Waterloo,25000000,3052000,"History, Action, Drama",1970,10,128.0,7.0,31,1.8947490000000002,"Rod Steiger, Christopher Plummer, Orson Welles",Sergey Bondarchuk,-0.87792
Dangerous Liaisons,14000000,34670720,"Drama, Romance",1988,12,119.0,7.0,257,14.480628,"Glenn Close, John Malkovich, Michelle Pfeiffer",Stephen Frears,1.47648
On the Road,25000000,8784318,"Adventure, Drama",2012,5,137.0,5.5,301,14.613152,"Garrett Hedlund, Sam Riley, Kristen Stewart",Walter Salles,-0.64862728
Star Trek IV: The Voyage Home,24000000,133000000,"Science Fiction, Adventure",1986,11,119.0,6.9,477,22.258428,"William Shatner, Leonard Nimoy, DeForest Kelley",Leonard Nimoy,4.541666666666667
Rocky Balboa,24000000,155721132,Drama,2006,12,102.0,6.5,835,30.445257,"Sylvester Stallone, Burt Young, Milo Ventimiglia",Sylvester Stallone,5.4883805
Scream 2,24000000,172363301,"Horror, Mystery",1997,12,120.0,6.1,840,35.244037,"David Arquette, Neve Campbell, Courteney Cox",Wes Craven,6.181804208333333
Jane Got a Gun,25000000,1397284,"Action, Drama, Western",2016,1,98.0,5.4,285,15.333575,"Natalie Portman, Joel Edgerton, Ewan McGregor",Gavin O'Connor,-0.94410864
Think Like a Man Too,24000000,70181428,"Comedy, Romance",2014,6,105.0,6.4,225,15.237142,"Adam Brody, Michael Ealy, Jerry Ferrara",Tim Story,1.9242261666666667
The Whole Nine Yards,41300000,106371651,"Comedy, Crime",2000,2,98.0,6.2,531,23.441135,"Bruce Willis, Matthew Perry, Rosanna Arquette",Jonathan Lynn,1.575584769975787
Footloose,8200000,80035402,"Drama, Family, Music, Romance",1984,2,107.0,6.4,505,25.03414,"Kevin Bacon, John Lithgow, Dianne Wiest",Herbert Ross,8.760414878048781
Old School,24000000,87055349,Comedy,2003,2,91.0,6.6,541,24.70166,"Luke Wilson, Will Ferrell, Vince Vaughn",Todd Phillips,2.627306208333333
The Fisher King,24000000,41895491,"Comedy, Drama",1991,9,137.0,7.2,341,16.146572,"Jeff Bridges, Robin Williams, Mercedes Ruehl",Terry Gilliam,0.7456454583333333
I Still Know What You Did Last Summer,65000000,40002112,"Horror, Mystery, Thriller",1998,11,100.0,5.1,374,20.793026,"Jennifer Love Hewitt, Freddie Prinze Jr., Mekhi Phifer",Danny Cannon,-0.3845828923076923
Return to Me,24000000,36609995,"Romance, Comedy, Drama",2000,4,115.0,6.1,67,5.771479,"David Duchovny, Minnie Driver, Carroll O'Connor",Bonnie Hunt,0.5254164583333333
Zack and Miri Make a Porno,24000000,42105111,Comedy,2008,9,102.0,6.1,721,27.326465999999996,"Seth Rogen, Elizabeth Banks, Jennifer Schwalbach Smith",Kevin Smith,0.754379625
The Men Who Stare at Goats,24000000,68729358,"Comedy, War",2009,10,93.0,5.9,742,20.69219,"George Clooney, Ewan McGregor, Jeff Bridges",Grant Heslov,1.86372325
Win a Date with Tad Hamilton!,17000000,16980098,"Comedy, Romance",2004,1,95.0,5.5,160,7.701041,"Josh Duhamel, Kate Bosworth, Topher Grace",Robert Luketic,-0.0011707058823529411
Muppets from Space,24000000,16290976,"Fantasy, Comedy, Science Fiction, Family",1999,7,87.0,5.8,92,6.589192999999999,"Steve Whitmire, Dave Goelz, Bill Barretta",Tim Hill,-0.32120933333333335
The Wiz,24000000,21049053,"Adventure, Family, Fantasy, Music",1978,10,134.0,5.9,58,2.753313,"Diana Ross, Michael Jackson, Nipsey Russell",Sidney Lumet,-0.122956125
Ready to Rumble,24000000,12372410,"Action, Comedy, Drama",2000,4,107.0,4.7,49,3.113009,"David Arquette, Scott Caan, Oliver Platt",Brian Robbins,-0.48448291666666665
Play It to the Bone,24000000,8434146,"Comedy, Drama",1999,12,124.0,5.7,53,5.566203,"Antonio Banderas, Woody Harrelson, Lolita Davidovich",Ron Shelton,-0.64857725
I Don't Know How She Does It,24000000,30551495,"Romance, Comedy",2011,9,89.0,5.0,141,8.630825,"Sarah Jessica Parker, Pierce Brosnan, Sarah Shahi",Douglas McGrath,0.27297895833333335
Piranha 3D,24000000,83188165,"Comedy, Horror",2010,8,88.0,5.3,581,23.343839000000003,"Elisabeth Shue, Adam Scott, Jerry O'Connell",Alexandre Aja,2.4661735416666666
Meet the Deedles,24000000,4562146,"Animation, Comedy, Family",1998,3,93.0,4.1,19,2.353441,"Paul Walker, John Ashton, Dennis Hopper",Steve Boyum,-0.8099105833333333
The Thief and the Cobbler,28000000,669276,"Adventure, Fantasy, Animation, Science Fiction, Family",1993,9,72.0,6.8,26,2.439184,"Vincent Price, Anthony Quayle, Sean Connery",Richard Williams,-0.9760972857142857
Faster,24000000,23081726,"Crime, Drama, Action, Thriller",2010,11,98.0,6.1,568,26.324873999999998,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace","George Tillman, Jr.",-0.038261416666666666
ハウルの動く城,24000000,234710455,"Fantasy, Animation, Adventure",2004,11,119.0,8.2,1991,49.549984,"Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin",Hayao Miyazaki,8.779602291666667
Zombieland,23600000,102391382,"Comedy, Horror",2009,10,88.0,7.2,3550,57.300674,"Jesse Eisenberg, Woody Harrelson, Emma Stone",Ruben Fleischer,3.3386178813559324
The Waterboy,23000000,185991646,Comedy,1998,11,90.0,5.9,512,23.839126999999998,"Adam Sandler, Kathy Bates, Fairuza Balk",Frank Coraci,7.086593304347826
The Empire Strikes Back,18000000,538400000,"Adventure, Action, Science Fiction",1980,5,124.0,8.2,5879,78.51783,"Mark Hamill, Harrison Ford, Carrie Fisher",Irvin Kershner,28.91111111111111
Bad Boys,19000000,141407024,"Action, Comedy, Crime, Thriller",1995,4,118.0,6.5,1699,33.872182,"Will Smith, Martin Lawrence, Téa Leoni",Michael Bay,6.442474947368421
The Naked Gun 2½: The Smell of Fear,23000000,86930411,"Comedy, Crime",1991,6,85.0,6.6,546,27.332559999999997,"Leslie Nielsen, Priscilla Presley, George Kennedy",David Zucker,2.7795830869565217
Final Destination,23000000,53302314,Horror,2000,3,98.0,6.4,1378,38.799596,"Devon Sawa, Ali Larter, Kerr Smith",James Wong,1.3174919130434783
The Ides of March,12500000,75993061,Drama,2011,9,101.0,6.5,910,20.317469,"Ryan Gosling, George Clooney, Philip Seymour Hoffman",George Clooney,5.07944488
Pitch Black,23000000,53187659,"Thriller, Science Fiction, Action",2000,2,108.0,6.7,1789,18.493202,"Vin Diesel, Radha Mitchell, Cole Hauser",David Twohy,1.3125069130434783
Her,23000000,47351251,"Romance, Science Fiction, Drama",2013,12,126.0,7.9,4097,53.682367000000006,"Joaquin Phoenix, Scarlett Johansson, Rooney Mara",Spike Jonze,1.0587500434782608
Joy Ride,23000000,36642838,"Mystery, Thriller, Drama",2001,10,97.0,6.3,325,11.183197,"Steve Zahn, Paul Walker, Leelee Sobieski",John Dahl,0.5931668695652174
The Adventurer: The Curse of the Midas Box,25000000,6399,"Fantasy, Adventure, Family",2013,12,99.0,5.1,73,8.842722,"Aneurin Barnard, Michael Sheen, Lena Headey",Jonathan Newman,-0.99974404
Anywhere But Here,23000000,18653615,"Drama, Comedy, Romance",1999,11,114.0,5.9,66,8.976738000000001,"Susan Sarandon, Natalie Portman, Hart Bochner",Wayne Wang,-0.18897326086956523
Haywire,23000000,33372606,"Action, Thriller",2011,11,93.0,5.6,505,26.257951000000002,"Gina Carano, Ewan McGregor, Michael Fassbender",Steven Soderbergh,0.4509828695652174
Jaws: The Revenge,23000000,51881013,"Adventure, Thriller",1987,7,89.0,3.5,224,12.777008,"Lorraine Gary, Lance Guest, Mario Van Peebles",Joseph Sargent,1.2556962173913044
The End of the Affair,23000000,10827816,Drama,1999,12,102.0,6.6,55,6.921263000000001,"Ralph Fiennes, Stephen Rea, Julianne Moore",Neil Jordan,-0.5292253913043479
Harley Davidson and the Marlboro Man,23000000,7434726,"Action, Thriller",1991,8,98.0,6.1,82,12.869436,"Mickey Rourke, Don Johnson, Chelsea Field",Simon Wincer,-0.6767510434782609
In the Valley of Elah,23000000,29541790,"History, Drama, Thriller, Crime, Mystery",2007,8,124.0,6.6,261,15.676123,"Tommy Lee Jones, Charlize Theron, Susan Sarandon",Paul Haggis,0.284425652173913
Chéri,23000000,9366227,"Drama, Comedy, Romance",2009,2,86.0,5.9,56,5.494047,"Michelle Pfeiffer, Kathy Bates, Rupert Friend",Stephen Frears,-0.5927727391304348
Vanity Fair,23000000,16123851,"Drama, Romance",2004,9,141.0,5.5,73,6.618149000000001,"Reese Witherspoon, James Purefoy, Jonathan Rhys Meyers",Mira Nair,-0.298963
十月圍城,23000000,5837674,"Drama, Action, History",2009,12,139.0,6.5,57,7.876883,"Donnie Yen, Wang Xue-qi, Tony Leung Ka-Fai",Teddy Chan,-0.7461880869565217
1408,25000000,94679598,"Horror, Thriller",2007,7,104.0,6.5,1343,35.169779,"John Cusack, Samuel L. Jackson, Mary McCormack",Mikael Håfström,2.78718392
Spaceballs,22700000,38119483,"Comedy, Science Fiction",1987,6,96.0,6.7,902,39.890798,"Mel Brooks, Rick Moranis, Bill Pullman",Mel Brooks,0.6792723788546255
The Water Diviner,22500000,15520023,"War, Drama",2014,12,112.0,6.8,431,22.096286,"Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan",Russell Crowe,-0.3102212
Ghost,22000000,505000000,"Fantasy, Drama, Thriller, Mystery, Romance",1990,7,127.0,6.9,1339,41.967005,"Patrick Swayze, Demi Moore, Whoopi Goldberg",Jerry Zucker,21.954545454545453
There's Something About Mary,23000000,369884651,"Romance, Comedy",1998,7,119.0,6.5,1590,57.110486,"Cameron Diaz, Ben Stiller, Matt Dillon",Bobby Farrelly,15.081941347826087
The Santa Clause,22000000,189833357,"Fantasy, Drama, Comedy, Family",1994,11,97.0,6.3,489,16.234053,"Tim Allen, Judge Reinhold, Wendy Crewson",John Pasquin,7.628788954545454
The Rookie,20000000,75597042,"Drama, Family",2002,3,127.0,6.5,110,11.263361,"Dennis Quaid, Rachel Griffiths, Beth Grant",John Lee Hancock,2.7798521
The Game Plan,22000000,147880543,"Comedy, Family",2007,9,110.0,6.0,428,20.699212,"Dwayne Johnson, Madison Pettis, Kyra Sedgwick",Andy Fickman,5.721842863636364
The Bridges of Madison County,24000000,182016617,"Drama, Romance",1995,5,135.0,7.3,385,17.606087,"Meryl Streep, Clint Eastwood, Annie Corley",Clint Eastwood,6.584025708333333
The Animal,22000000,84772742,"Action, Comedy",2001,6,84.0,4.6,304,13.786075,"Rob Schneider, Colleen Haskell, John C. McGinley",Luke Greenfield,2.8533064545454545
Gandhi,22000000,77737889,"Drama, History",1982,11,191.0,7.4,716,35.227212,"Ben Kingsley, Candice Bergen, Edward Fox",Richard Attenborough,2.533540409090909
The Hundred-Foot Journey,22000000,88880821,Drama,2014,8,122.0,7.3,508,27.898438,"Helen Mirren, Manish Dayal, Om Puri",Lasse Hallström,3.040037318181818
The Net,22000000,110627965,"Crime, Drama, Mystery, Thriller, Action",1995,7,114.0,5.6,354,23.218144,"Sandra Bullock, Jeremy Northam, Dennis Miller",Irwin Winkler,4.028543863636363
I Am Sam,22000000,92542418,Drama,2001,12,132.0,7.2,530,26.071644,"Sean Penn, Michelle Pfeiffer, Dianne Wiest",Jessie Nelson,3.2064735454545454
Son of God,22000000,67800064,Drama,2014,2,138.0,5.9,83,9.175761999999999,"Roma Downey, Diogo Morgado, Louise Delamere",Christopher Spencer,2.081821090909091
Underworld,22000000,95708457,"Fantasy, Action, Thriller",2003,9,121.0,6.6,2512,81.829237,"Kate Beckinsale, Scott Speedman, Michael Sheen",Len Wiseman,3.350384409090909
Derailed,22000000,57479076,"Drama, Thriller",2005,11,108.0,6.1,319,17.7091,"Clive Owen, Jennifer Aniston, Vincent Cassel",Mikael Håfström,1.6126852727272727
The Informant!,22000000,35424826,"Drama, Comedy, Crime",2009,9,108.0,6.0,301,17.772517999999998,"Matt Damon, Scott Bakula, Joel McHale",Steven Soderbergh,0.6102193636363636
Deuce Bigalow: European Gigolo,22000000,22400154,Comedy,2005,8,83.0,4.7,225,10.259461,"Rob Schneider, Eddie Griffin, Jeroen Krabbé",Mike Bigelow,0.01818881818181818
Delivery Man,26000000,51164106,Comedy,2013,10,105.0,6.2,551,30.114383,"Vince Vaughn, Cobie Smulders, Chris Pratt",Ken Scott,0.9678502307692308
Saving Silverman,22000000,19351569,"Comedy, Crime, Romance",2001,2,90.0,5.4,154,12.887673,"Jason Biggs, Steve Zahn, Jack Black",Dennis Dugan,-0.12038322727272727
Diary of a Wimpy Kid: Dog Days,22000000,77112176,"Comedy, Family",2012,8,94.0,6.0,223,13.410919,"Zachary Gordon, Robert Capron, Devon Bostick",David Bowers,2.505098909090909
Jay and Silent Bob Strike Back,22000000,33788161,Comedy,2001,8,104.0,6.4,480,21.865021,"Kevin Smith, Jason Mewes, Ben Affleck",Kevin Smith,0.5358255
The Glass House,30000000,23619609,"Drama, Thriller",2001,9,106.0,5.4,201,9.448516999999999,"Leelee Sobieski, Diane Lane, Stellan Skarsgård",Daniel Sackheim,-0.2126797
"Hail, Caesar!",22000000,63647656,"Comedy, Drama, Mystery",2016,2,106.0,5.7,1309,39.006187,"Josh Brolin, George Clooney, Alden Ehrenreich",Joel Coen,1.8930752727272728
Homefront,22000000,43058898,"Action, Thriller",2013,11,100.0,6.4,875,35.737655,"Jason Statham, James Franco, Izabela Vidovic",Gary Fleder,0.9572226363636364
The Little Vampire,22000000,13555988,"Family, Horror",2000,10,95.0,6.1,77,4.365196,"Richard E. Grant, Jonathan Lipnicki, Jim Carter",Uli Edel,-0.38381872727272726
RoboCop 3,22000000,10696210,"Action, Adventure, Crime, Science Fiction, Thriller",1993,4,104.0,4.2,305,14.725467000000002,"Robert John Burke, Nancy Allen, Mario Machado",Fred Dekker,-0.5138086363636364
The Transporter Refueled,25000000,72629670,"Thriller, Action, Crime",2015,9,96.0,5.2,559,25.002715,"Ed Skrein, Ray Stevenson, Loan Chabanol",Camille Delamarre,1.9051868
Zwartboek,21000000,26193068,"Drama, Thriller, War",2006,9,145.0,7.2,277,13.906610999999998,"Carice van Houten, Sebastian Koch, Thom Hoffman",Paul Verhoeven,0.2472889523809524
Joyeux Noël,22000000,17709155,"Romance, Drama, History, War, Music",2005,11,116.0,7.2,212,13.960945,"Diane Kruger, Natalie Dessay, Benno Fürmann",Christian Carion,-0.19503840909090908
Hit & Run,2000000,14400000,"Action, Comedy, Romance",2012,8,100.0,5.5,224,16.668854,"Kristen Bell, Dax Shepard, Tom Arnold",Dax Shepard,6.2
Before I Go to Sleep,22000000,15447154,"Mystery, Thriller",2014,9,92.0,6.2,659,48.784734,"Nicole Kidman, Colin Firth, Mark Strong",Rowan Joffe,-0.29785663636363635
Sorcerer,22000000,12000000,"Action, Thriller, Adventure",1977,6,121.0,7.4,98,9.088208999999999,"Roy Scheider, Bruno Cremer, Francisco Rabal",William Friedkin,-0.45454545454545453
Stone,22000000,9479718,Drama,2010,10,105.0,5.2,192,12.445176,"Frances Conroy, Robert De Niro, Edward Norton",John Curran,-0.5691037272727273
Out of the Furnace,22000000,15400000,"Thriller, Drama, Crime",2013,12,116.0,6.5,720,29.230297999999998,"Christian Bale, Zoe Saldana, Woody Harrelson",Scott Cooper,-0.3
Michael Clayton,25000000,92991835,"Drama, Mystery, Crime",2007,9,119.0,6.5,501,18.961323,"George Clooney, Tom Wilkinson, Tilda Swinton",Tony Gilroy,2.7196734
Metegol,22000000,24000000,"Animation, Adventure, Romance",2013,7,106.0,6.0,122,14.866351000000002,"Juan José Campanella, Diego Ramos, Pablo Rago",Juan José Campanella,0.09090909090909091
To Rome with Love,17000000,73244881,"Romance, Comedy",2012,4,111.0,5.6,546,15.013385999999999,"Ellen Page, Woody Allen, Jesse Eisenberg",Woody Allen,3.308522411764706
Firefox,18000000,70687344,"Science Fiction, Action, Adventure, Thriller",1982,6,136.0,5.5,139,8.700565,"Clint Eastwood, Freddie Jones, David Huffman",Clint Eastwood,2.9270746666666665
Death at a Funeral,9000000,46,"Comedy, Drama",2007,2,90.0,6.9,497,20.410354,"Matthew Macfadyen, Keeley Hawes, Andy Nyman",Frank Oz,-0.9999948888888889
Teenage Mutant Ninja Turtles III,21000000,42000000,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",1993,3,96.0,5.1,184,10.207065,"Paige Turco, Stuart Wilson, Sab Shimono",Stuart Gillard,1.0
Hardball,32000000,40222729,"Comedy, Romance",2001,9,106.0,6.3,123,5.683281,"Keanu Reeves, Diane Lane, Michael B. Jordan",Brian Robbins,0.25696028125
Silver Linings Playbook,21000000,205738714,"Drama, Comedy, Romance",2012,9,122.0,6.9,4742,63.599973,"Bradley Cooper, Jennifer Lawrence, Robert De Niro",David O. Russell,8.797081619047619
Freedom Writers,21000000,41170784,"Crime, Drama",2007,1,123.0,7.5,356,17.746980999999998,"Hilary Swank, Scott Glenn, Imelda Staunton",Richard LaGravenese,0.9605135238095238
